ID,User ID,Game Level,Player Score,"Player Score Loss 
(Low Quality)",Player Score Loss (Tardiness),AI Score,"AI Score Loss 
(Low Quality)","AI Score Loss 
(Tardiness)",User Strategy Index,User Strategy Description
8ab4b082-ed26-4e85-b114-ca95b08a9f1a,f07f7a07-e043-4df0-96b5-c3fe6ea104fc,5,53.15%,19.21%,31.57%,65.51%,9.21%,23.71%,101000,
2205fed7-bfd6-4697-9933-675fcbabe2be,dac016b8-8a16-49ff-93f6-03b9905325bf,1,85.28%,14.72%,0.00%,93.61%,6.39%,0.00%,101000,
62fdce04-8400-4f67-b24e-206708b2c33b,f665507c-2174-4bcb-9cd3-f92b13ff995e,2,91.11%,6.94%,0.83%,92.22%,7.78%,0.00%,100010,
4bf9b83c-0d4a-403f-a1c5-6af15043cdf1,78fd9faa-283a-4064-907c-ec5901dc0e9a,6,41.91%,30.00%,28.54%,54.83%,19.44%,25.62%,100001,
209226d8-33ee-48c5-a804-cfdb60a3637b,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,5,73.37%,9.21%,17.64%,71.91%,8.54%,19.33%,101000,
2cff4878-8b8a-4e72-bce7-56bdb0ab29cc,dac016b8-8a16-49ff-93f6-03b9905325bf,1,86.94%,12.22%,0.83%,92.78%,7.22%,0.83%,101000,
32b474d4-cf9f-43ff-9b79-c57f82c2494d,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,1,90.83%,9.17%,0.00%,92.50%,5.56%,1.94%,101110,
604dcd43-4949-40b3-8490-f7d61a57ea55,b5dba752-9ff5-454b-8ab9-d7fd334df569,1,90.00%,10.00%,0.00%,90.56%,9.44%,1.67%,100100,
325928ea-f8ea-4dc5-b4b7-0cd172c83310,cf3decd1-e504-47e3-9ec6-bde35d02b6d7,6,39.55%,28.20%,35.06%,51.69%,24.04%,25.51%,101000,
b78b057e-3fcc-478f-8aca-230a68eba349,dc40472c-72e6-471e-b827-bc1b7b18f2b7,1,83.89%,9.72%,0.83%,92.78%,7.22%,0.00%,101000,
8e2e2be7-5740-421a-99a7-b0d8af39b04b,f665507c-2174-4bcb-9cd3-f92b13ff995e,1,89.44%,3.61%,6.11%,95.56%,4.44%,0.00%,101010,
2ed2cf6f-8cb4-4b38-a51e-e7edda7d22ab,c1a61f59-e12a-4dd4-8ef7-ad35f3d5ee1e,1,96.67%,3.33%,0.00%,95.00%,5.00%,0.83%,100010,
30227ccd-574b-491f-a606-3a0dff91ad57,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,1,93.06%,6.94%,0.00%,92.78%,7.22%,0.83%,101110,
9a3de94e-59e0-491c-9669-00dc4371ed8b,dac016b8-8a16-49ff-93f6-03b9905325bf,2,71.11%,14.72%,15.28%,92.50%,7.50%,0.00%,101000,
b87acccc-64c4-4157-bb23-21be9b8395d5,b5dba752-9ff5-454b-8ab9-d7fd334df569,1,80.83%,13.06%,4.17%,93.06%,6.11%,0.83%,100010,
43819d91-8c6e-4967-bea9-696ff2170707,51a6bf9b-424d-4c4a-a111-a703cfc791a8,4,72.13%,17.53%,11.24%,62.70%,24.94%,12.58%,101110,
d7d97d37-6e63-4010-83b5-602fe049de32,f665507c-2174-4bcb-9cd3-f92b13ff995e,3,81.12%,8.54%,7.19%,88.99%,6.29%,4.94%,100100,
fd8c260d-1ac0-4c96-a82e-6c3d54987071,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,2,86.11%,12.22%,1.67%,91.11%,8.89%,0.00%,100100,
40a4296f-e189-4e73-ab83-a529cfefe96a,dac016b8-8a16-49ff-93f6-03b9905325bf,3,79.10%,18.65%,1.80%,84.49%,3.60%,7.87%,101000,
b74a00c9-4f24-4596-8c43-97e20db3fd92,cf3decd1-e504-47e3-9ec6-bde35d02b6d7,6,51.69%,31.12%,20.34%,60.00%,19.89%,19.89%,100010,
ecd005a6-42ef-4c18-8241-30b6a51ce4c7,a08e30a5-7851-462b-9784-b82aa0ee83f7,6,46.74%,27.53%,27.98%,55.96%,22.36%,20.67%,101010,
281001be-a9f8-48ec-8d5e-3626709747ae,f665507c-2174-4bcb-9cd3-f92b13ff995e,4,63.60%,17.75%,14.83%,69.89%,16.18%,12.81%,100100,
2c2a5abe-0d34-4e1c-af81-917eed18bf8f,c1a61f59-e12a-4dd4-8ef7-ad35f3d5ee1e,3,90.79%,4.27%,2.25%,84.72%,6.97%,5.62%,100010,
c0e9fc57-760a-4d34-a820-807a5fa2b62e,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,6,62.36%,18.76%,20.00%,50.67%,26.52%,24.94%,101000,
e98f0376-4311-4056-ab61-57e515c256da,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,2,83.33%,16.67%,0.00%,91.11%,6.39%,2.50%,101000,
0f1ca26c-c31b-457b-a5a4-04458b553c82,dac016b8-8a16-49ff-93f6-03b9905325bf,4,75.06%,23.37%,1.35%,79.33%,13.26%,6.74%,101000,
a8e74346-6ae1-483b-9272-e2fa397858c7,cf3decd1-e504-47e3-9ec6-bde35d02b6d7,1,83.06%,16.94%,0.00%,94.17%,3.33%,3.61%,100010,
b41a846b-4dec-421a-9df4-fc01ee423907,f665507c-2174-4bcb-9cd3-f92b13ff995e,5,65.51%,8.54%,23.60%,68.99%,9.10%,20.56%,100010,
c89f21dd-a5f6-47a2-9c29-075594b9a08d,c1a61f59-e12a-4dd4-8ef7-ad35f3d5ee1e,6,58.76%,25.17%,13.93%,55.96%,24.16%,18.99%,100110,
a9e0442b-9976-4b6a-9e6e-c50c6e4a6087,cf3decd1-e504-47e3-9ec6-bde35d02b6d7,1,82.78%,17.22%,0.00%,92.50%,5.83%,1.67%,101000,
02cd1c9d-0ce8-44a8-a21b-22c5c4bff3e4,b391fab9-e4e1-4e99-beca-d75b3a84bdae,6,70.56%,26.18%,4.83%,58.09%,20.45%,23.15%,101100,
0ae48f16-75d6-4e62-9301-8edab3b0511f,9da6520c-97c9-4c23-9d6a-ea5a603b5163,1,85.83%,11.67%,0.83%,93.61%,6.39%,0.00%,100111,
a49110dd-37c8-4d87-816d-a1c911069d32,dac016b8-8a16-49ff-93f6-03b9905325bf,5,80.90%,11.80%,7.08%,74.94%,5.51%,17.87%,101000,
fbf9ff58-815c-4d66-8bcd-0c81e84093f4,f665507c-2174-4bcb-9cd3-f92b13ff995e,6,56.52%,23.82%,21.69%,56.29%,22.81%,20.90%,100010,
f06a7b68-12a4-408e-859f-d307580d7091,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,2,81.94%,18.06%,0.00%,86.11%,13.06%,0.83%,101000,
96536d06-e98f-4760-91b2-dff7d3214f44,fd4553e6-c215-4921-9c81-ab7412813b0a,2,75.28%,21.39%,1.67%,88.33%,11.67%,0.83%,100001,
7a954464-1d4a-40a1-ab0a-501fb2f5c3da,a08e30a5-7851-462b-9784-b82aa0ee83f7,1,90.56%,9.44%,0.00%,89.17%,10.83%,0.00%,101110,
51f6e8d0-d734-4836-8862-81aec0eb3912,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,2,89.44%,6.11%,4.44%,87.78%,12.22%,0.00%,100100,
8e8e6e86-6ed0-4ed2-a6a6-5d915f0f79e7,cf3decd1-e504-47e3-9ec6-bde35d02b6d7,2,73.33%,26.67%,0.00%,85.56%,13.61%,0.83%,100100,
34fe0661-4265-41e2-89e3-c27a9b237d5d,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,2,85.56%,13.61%,0.00%,86.94%,12.22%,0.83%,101000,
dd85d775-6c27-4596-b1a0-f0bfbf24b7a9,50ca0007-a70b-47de-883a-497a07478bb8,1,75.00%,20.28%,7.78%,93.06%,6.94%,0.00%,100100,
c55f7453-631b-4462-9749-546dd106c6d9,9da6520c-97c9-4c23-9d6a-ea5a603b5163,2,52.22%,15.00%,19.44%,88.61%,10.56%,0.83%,100111,
ef87c20f-9afe-437a-8c3c-e6f1d5efecda,a08e30a5-7851-462b-9784-b82aa0ee83f7,5,77.98%,9.66%,12.13%,70.79%,6.63%,22.58%,101110,
fa23430a-6e9c-447b-b975-cf0e82aecd8d,fd4553e6-c215-4921-9c81-ab7412813b0a,3,82.47%,17.30%,0.00%,79.78%,11.24%,8.09%,100001,
9ef94af8-2679-4f8b-98b1-74303b9b2ce5,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,2,92.50%,6.67%,0.83%,87.50%,11.67%,0.83%,100100,
b940b6d6-a878-4c00-b7c9-7ded0c4fc9a6,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,1,96.94%,1.39%,1.67%,95.56%,2.78%,1.67%,100100,
f4069d9e-8242-49e9-bc66-780182d8a78c,9da6520c-97c9-4c23-9d6a-ea5a603b5163,2,73.06%,15.00%,7.22%,87.78%,11.11%,1.11%,100111,
7c931b87-e1d1-44d9-b6ba-0ff2e0f26f8e,51a6bf9b-424d-4c4a-a111-a703cfc791a8,6,54.04%,26.40%,18.76%,55.28%,22.02%,22.92%,101110,
ef1cb1e1-2de9-4b8c-9dfa-4390a37b6a94,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,2,82.78%,16.39%,0.83%,85.83%,11.39%,2.78%,101000,
2a671689-1b37-48ad-bb7a-1ab40381e62b,dac016b8-8a16-49ff-93f6-03b9905325bf,6,60.11%,24.72%,14.94%,60.34%,19.21%,21.24%,101000,
80eb97c3-a6d8-4c3a-9815-57783df56e5b,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,1,97.50%,2.50%,1.11%,90.28%,7.22%,2.50%,100110,
6115f230-ebf3-4bcc-867a-c8490abb4dac,fd4553e6-c215-4921-9c81-ab7412813b0a,4,62.25%,23.15%,9.66%,71.69%,16.85%,8.99%,100001,
e6ccf588-afe1-49c6-ab69-7e81e0059149,9da6520c-97c9-4c23-9d6a-ea5a603b5163,2,70.00%,13.33%,15.00%,92.50%,7.50%,0.00%,100111,
63d041d5-f16d-4b12-845c-bcdf7545a551,9da6520c-97c9-4c23-9d6a-ea5a603b5163,3,67.42%,13.93%,15.06%,78.20%,7.87%,12.36%,100111,
47515d20-b2b8-4825-9101-6ccc875dccaf,e46ea650-1946-41ce-8bd1-10b0e91c3a5a,5,64.38%,14.94%,20.34%,65.62%,9.10%,24.49%,100100,
fd1a57e5-de25-4dfd-9a4e-4aae4662381c,50ca0007-a70b-47de-883a-497a07478bb8,1,83.33%,16.67%,0.00%,90.28%,9.72%,1.67%,100011,
0dd2d611-a9f2-4284-899e-1775d0213eb5,a08e30a5-7851-462b-9784-b82aa0ee83f7,6,56.40%,26.18%,16.52%,55.84%,21.91%,22.47%,101110,
3bf79e56-b523-4f66-8a0c-80533c40ca6d,fd4553e6-c215-4921-9c81-ab7412813b0a,5,66.29%,14.94%,17.64%,72.02%,6.85%,19.89%,100010,
d41f3476-bb56-44af-9a75-1d81ee26401b,9da6520c-97c9-4c23-9d6a-ea5a603b5163,4,59.33%,19.55%,16.85%,67.42%,15.51%,15.73%,100111,
e4a8a963-1259-4771-92ec-506b87f780b1,c1a61f59-e12a-4dd4-8ef7-ad35f3d5ee1e,6,54.72%,31.46%,11.91%,49.66%,24.61%,28.09%,100100,
f0903b3d-7c25-41ed-a4d5-e5595d3914e4,50ca0007-a70b-47de-883a-497a07478bb8,1,80.83%,19.17%,0.00%,90.28%,8.89%,3.33%,101010,
a0e4c34e-fa9a-4c23-909e-756a650c349a,9da6520c-97c9-4c23-9d6a-ea5a603b5163,5,58.54%,17.08%,25.62%,68.09%,7.08%,22.25%,100111,
f66d0da8-b6a2-4e9e-ac90-ef6fad69b27d,50ca0007-a70b-47de-883a-497a07478bb8,1,90.56%,9.44%,0.00%,93.61%,4.17%,3.06%,101000,
b77ece21-c537-447f-bcde-8c68ae182bd9,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,80.00%,18.89%,1.11%,95.00%,5.00%,0.00%,101010,
b3abd9ef-664c-48a3-9f0d-99616a8a1677,fd4553e6-c215-4921-9c81-ab7412813b0a,6,32.47%,24.38%,43.48%,49.33%,26.18%,25.62%,100100,
2da9c8ff-e264-493d-a7e0-b3120d4721ba,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,44.72%,21.91%,34.27%,57.53%,23.60%,21.01%,100011,
ba2df0f3-6c52-4f80-a4b5-06f784e53b6c,a08e30a5-7851-462b-9784-b82aa0ee83f7,4,78.65%,15.51%,2.92%,64.27%,20.90%,12.81%,101110,
5cfbade6-d5be-4bd7-9389-ebeef34b0adf,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,2,41.94%,8.89%,31.67%,86.39%,12.78%,1.67%,100100,
48664e02-dd1c-4d34-9975-3cdc14557e24,f242c991-f528-4681-8ab5-192a2ad68a76,1,71.39%,23.33%,3.06%,94.72%,5.28%,0.00%,100010,"For members with low number of stars, I assigned just one task with medium difficulty"
05afb2d4-9842-4030-bd48-8bde853cdc4f,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,81.39%,17.50%,0.00%,95.00%,5.00%,0.83%,101010,
0f6a6c33-a1f8-4bde-813b-7a403bf3480d,0f4f0d8e-ce23-4c9e-9cf0-b2c67e2f1f81,6,61.35%,30.56%,7.30%,54.72%,20.90%,22.58%,100100,
3d74767f-ca53-4776-8f8b-23194276c24b,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,38.99%,27.19%,38.54%,53.26%,21.35%,29.44%,100111,
a87a27ae-2a1c-42fb-b18c-483caa3ddb49,f242c991-f528-4681-8ab5-192a2ad68a76,2,56.94%,24.17%,17.78%,87.78%,11.39%,0.83%,100010,
278b20f7-a766-4ec5-a64d-90eff99f356c,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,85.00%,13.89%,0.00%,91.94%,7.22%,1.94%,101110,
5032b4f1-cc61-4c9e-8378-3a7cfd6d4164,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,3,91.91%,1.57%,5.84%,86.29%,5.39%,7.42%,100010,
d307cc75-e5a7-44e6-abf3-919946ffe7b5,a55e9cdd-4581-40db-8edc-112622df6297,6,46.85%,31.91%,24.83%,52.47%,22.70%,25.62%,100001,
b461b0d9-08ed-4f54-af8f-5a05a0e66ef6,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,3,54.38%,1.35%,28.54%,82.92%,7.64%,8.31%,100100,
a7b589ea-36c8-4bfe-b36f-11d4150cfc3b,f242c991-f528-4681-8ab5-192a2ad68a76,3,60.90%,13.03%,17.30%,87.64%,3.15%,6.97%,101010,
021f3a5d-9ebf-4dd4-bf49-3fe08a885659,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,3,83.15%,0.90%,11.91%,85.39%,7.42%,6.07%,100100,
27b3eff7-a274-402e-8312-2a35629bab14,37a3b29e-fe60-47bd-b19c-3a02186a1bc7,4,74.38%,17.53%,6.52%,72.81%,14.38%,10.56%,101110,
7c8e63d5-af9e-4846-a27d-bcc344627afc,c1a61f59-e12a-4dd4-8ef7-ad35f3d5ee1e,6,61.46%,23.15%,15.73%,50.45%,24.04%,26.40%,101110,
45be0e03-f759-4a55-9139-ad4226cfd797,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,33.71%,32.25%,37.98%,54.49%,20.79%,24.38%,100111,
752b17e0-0d4f-4af6-8bed-1aae9b05fc52,f242c991-f528-4681-8ab5-192a2ad68a76,4,51.91%,20.00%,16.18%,69.21%,19.55%,7.87%,101010,
d5576457-92ed-4e6b-80b1-0bb1f58dbb59,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,2,67.22%,9.72%,14.17%,88.89%,11.11%,0.00%,100100,
d9488e2d-df57-434e-ab78-6d2de49158d9,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,86.94%,12.22%,0.00%,95.83%,4.17%,0.00%,101110,
ef6d98b5-ba33-46fb-9650-57cc81c53a7a,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,4,74.38%,16.85%,6.29%,74.61%,14.83%,8.31%,101000,
2b510e0a-9d82-49a2-adda-e52dc66c98fa,f242c991-f528-4681-8ab5-192a2ad68a76,5,46.85%,19.10%,21.46%,71.24%,3.03%,21.12%,100001,
e9b88e9b-263f-493f-96a4-981f48e84b0e,4cf83a32-6d4d-4f70-963b-604d4b40c70f,1,84.17%,15.83%,0.00%,86.67%,11.67%,3.61%,100110,
88f00af4-bf24-4124-88d0-c8ed332f9170,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,88.89%,11.11%,0.00%,95.00%,3.06%,1.94%,101110,
1fedfcb0-bc4a-4cdc-b10c-e6097847e1fe,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,4,47.19%,28.09%,24.94%,72.81%,16.85%,9.89%,100100,
6820da3e-9458-474f-b4e2-327ce1f47bd0,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,42.13%,22.36%,35.17%,54.61%,23.03%,23.37%,100011,
b177be4a-b594-42ea-8a3c-b4db5fce276d,37a3b29e-fe60-47bd-b19c-3a02186a1bc7,5,78.65%,9.44%,11.80%,74.83%,6.18%,18.99%,101110,
9a2adff3-33da-4806-805f-a67d68c31355,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,5,59.44%,13.03%,30.67%,70.22%,7.42%,23.37%,100100,
d24f7ff3-c1e4-4c94-9737-6e1bf882d679,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,89.44%,10.56%,0.00%,90.83%,7.50%,2.50%,101110,
125b8a71-c0e5-487b-9826-288bc422055b,4cf83a32-6d4d-4f70-963b-604d4b40c70f,1,87.78%,12.22%,0.00%,96.94%,3.06%,0.00%,100100,
1dc6f854-df30-4313-a93f-9179196d0b09,f242c991-f528-4681-8ab5-192a2ad68a76,6,54.94%,25.96%,17.53%,56.74%,22.92%,21.46%,110000,"When the task difficulty is very high and effort required is very low, i assigned it to workers with lower number of stars.  Medium  and very high are for those with 3.5+ stars.  "
5bd33a1d-a884-42d3-97d2-0775983788bd,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,90.00%,10.00%,0.00%,93.89%,6.11%,0.00%,101110,
435bee99-6636-494f-a3c7-fcae647a4379,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,6,70.34%,21.46%,8.31%,56.74%,22.92%,20.22%,101000,
145ba662-9e6b-43c9-aaa8-ce586a31f1ff,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,43.15%,21.57%,34.72%,57.08%,23.60%,21.01%,100111,
8da0e02b-0dc4-426f-905e-15a19a43376d,d27156c1-74d4-4a82-8021-f3c92e533dda,5,75.96%,5.17%,16.74%,73.60%,5.39%,19.44%,101010,
50df845e-8308-40d7-b871-bcec04a63605,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,4,73.93%,11.69%,11.69%,69.44%,18.65%,10.79%,101000,
55c15ee5-2e3b-45da-bffa-6a138e150cca,1cfd7184-be00-4a06-a639-761f07909b05,1,64.72%,20.00%,13.89%,91.11%,8.06%,1.94%,100010,
f680b11e-568d-4d72-be69-282b40a6becf,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,36.07%,24.27%,41.46%,56.63%,22.58%,25.17%,100111,
e3cf3e20-d2be-4119-b9bf-cfe175656252,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,4,74.61%,13.26%,8.31%,72.58%,16.40%,6.74%,100100,
2589d353-a241-43ca-adc7-a390032b8ed2,1cfd7184-be00-4a06-a639-761f07909b05,2,70.00%,23.33%,6.67%,91.94%,7.22%,0.83%,100010,
4063e906-0b66-49a5-8f7d-865e4a4065e8,b611784f-607c-4016-8db2-4ef2ea98188b,1,88.61%,10.28%,1.11%,95.83%,4.17%,0.00%,100100,
1bd3f739-aadc-44d2-847c-bcf938c3db93,20e1f3b8-1d4b-423c-a735-8a6e13f09ca9,2,76.94%,21.39%,1.67%,86.94%,13.06%,0.00%,100100,
f5f4a578-8974-4961-bbcd-92171fcb9a88,1cfd7184-be00-4a06-a639-761f07909b05,3,71.91%,28.09%,0.00%,85.62%,5.17%,8.09%,100110,
ca9ab639-1c92-4a5e-b3ad-e01ac23f5be6,37a3b29e-fe60-47bd-b19c-3a02186a1bc7,6,58.43%,18.65%,22.58%,56.29%,19.10%,24.16%,101110,
216becc2-be66-4515-a8dd-da820860e8e2,b611784f-607c-4016-8db2-4ef2ea98188b,1,90.28%,8.61%,0.00%,89.44%,8.89%,3.33%,100011,
02647ffb-6535-4f65-adc5-bc7e0e5bbc66,c1f00487-661e-4dd1-9bdb-7f22e3fb0025,5,73.15%,8.88%,17.42%,70.00%,8.09%,22.02%,100100,
9c4dc138-73f5-4ffd-a46e-d3ce926fa96b,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,34.27%,28.65%,36.74%,57.53%,19.44%,21.24%,100111,
d63f0d01-e44d-4183-aebb-4fd57f4c57d3,b611784f-607c-4016-8db2-4ef2ea98188b,1,97.50%,2.50%,0.00%,88.33%,11.67%,1.11%,100010,
4310bb2d-9820-4315-a95a-99862aaa7be6,1cfd7184-be00-4a06-a639-761f07909b05,4,69.21%,24.49%,5.62%,70.11%,16.85%,8.54%,100110,
d0c89f96-f018-49cb-8773-c493122bab65,b611784f-607c-4016-8db2-4ef2ea98188b,2,79.17%,15.83%,3.89%,91.11%,8.89%,0.00%,100100,
154bae24-8d71-47a2-a161-d39b86870160,1cfd7184-be00-4a06-a639-761f07909b05,5,75.73%,20.45%,7.08%,68.43%,6.52%,25.96%,100010,
292f14bb-f14c-4db6-9562-91bb14a30a55,9da6520c-97c9-4c23-9d6a-ea5a603b5163,4,62.92%,16.40%,15.28%,71.46%,13.03%,11.24%,100111,
fcf30334-f185-40a3-8c06-1805cb6bdcf2,b611784f-607c-4016-8db2-4ef2ea98188b,2,89.72%,5.83%,3.33%,93.89%,6.11%,0.00%,100010,
13d3f7d2-f76b-4139-bbb1-f1544bf24064,9da6520c-97c9-4c23-9d6a-ea5a603b5163,5,47.30%,20.34%,32.81%,65.73%,8.76%,25.06%,100111,
6f02f66b-c096-41f5-96eb-b189bfa66e2d,2f3ded43-957a-47a9-857d-a5b18d3a7981,1,96.39%,0.00%,2.78%,94.17%,5.83%,0.00%,101010,
ae7d12d9-f57f-40fe-bfcc-1b5892adb32b,1cfd7184-be00-4a06-a639-761f07909b05,6,50.67%,29.66%,20.56%,60.00%,20.90%,20.34%,100110,
60962238-2bc2-4f52-9eea-f745fd7c2126,9da6520c-97c9-4c23-9d6a-ea5a603b5163,5,52.58%,12.13%,34.61%,74.38%,4.72%,19.21%,100111,
0782aa35-a69e-461d-bcd0-545e6c6bb082,a55e9cdd-4581-40db-8edc-112622df6297,6,55.62%,25.06%,21.35%,49.55%,27.19%,27.42%,101011,
899633cd-4fd3-463c-98b7-10b1423daf45,9da6520c-97c9-4c23-9d6a-ea5a603b5163,5,58.99%,17.08%,24.27%,76.74%,5.84%,15.62%,100011,
c58d49ba-8982-4078-be68-c0b39ad4f2a0,bc23ce94-4158-40a0-93d8-30ba91ee314c,2,63.61%,23.06%,10.83%,90.00%,10.00%,0.00%,100010,
34d980ca-6c42-4d9a-b186-1489c65128e6,2f3ded43-957a-47a9-857d-a5b18d3a7981,2,89.17%,5.83%,3.89%,86.67%,11.39%,1.94%,101010,
54a757be-2482-427b-89f6-e216d34db912,9da6520c-97c9-4c23-9d6a-ea5a603b5163,6,44.04%,24.16%,30.34%,57.64%,19.78%,24.04%,100011,
66327f6e-b722-48df-b205-ad813a33387f,a7ed7126-3cb4-482c-bf9f-5ee242db0e69,3,74.83%,6.07%,16.85%,84.49%,7.64%,6.07%,100010,
c0ff943b-8441-46cd-9b61-7107d88547e8,bc23ce94-4158-40a0-93d8-30ba91ee314c,3,76.85%,13.71%,8.31%,85.62%,3.37%,9.89%,101110,
71854024-3817-4da5-bc17-32d907997777,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,88.61%,11.39%,0.00%,95.56%,4.44%,1.94%,101110,
7e670c4c-6623-40c8-86c6-093fad371882,a7ed7126-3cb4-482c-bf9f-5ee242db0e69,4,42.25%,28.99%,28.09%,71.46%,14.61%,14.83%,100001,
2eb6e7d5-9b37-432a-9117-70208d26d367,9da6520c-97c9-4c23-9d6a-ea5a603b5163,5,63.82%,16.52%,19.66%,63.37%,9.89%,26.07%,100111,
c87af888-3049-4da6-a7cf-ee65519747bc,bc23ce94-4158-40a0-93d8-30ba91ee314c,4,63.82%,20.00%,13.03%,68.31%,16.63%,13.71%,101010,
b4e8d8e8-4158-4aec-a7f8-883c32eb566e,a55e9cdd-4581-40db-8edc-112622df6297,6,53.82%,24.83%,23.71%,48.65%,24.72%,28.09%,101011,
d8668a32-246b-4e38-a1cb-48bb13246dcf,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,1,92.22%,7.78%,0.00%,91.39%,8.61%,1.94%,101110,
7bc4f2c9-0ca6-4e5b-817b-5f784139af63,a7ed7126-3cb4-482c-bf9f-5ee242db0e69,5,57.30%,13.82%,27.53%,69.33%,5.51%,22.13%,100001,
91f7cb79-5a88-457c-81d4-a71aeaae54a1,bc23ce94-4158-40a0-93d8-30ba91ee314c,5,53.71%,15.73%,29.55%,67.53%,9.55%,22.13%,100110,
61c1ffb9-5569-46be-851a-8f778d2cca7e,9da6520c-97c9-4c23-9d6a-ea5a603b5163,1,75.28%,23.89%,0.00%,95.00%,5.00%,0.00%,100011,
4841547e-e707-4e98-b77a-75c33ec3d894,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,2,73.33%,25.00%,0.83%,88.06%,11.94%,0.00%,101110,
031524c0-905d-478a-ad43-2ceaf64d874a,2f3ded43-957a-47a9-857d-a5b18d3a7981,3,84.72%,5.84%,8.76%,84.27%,8.09%,6.97%,101010,
c9c26225-6489-48a8-92ec-6b2d0a62170a,9da6520c-97c9-4c23-9d6a-ea5a603b5163,2,78.33%,11.94%,9.72%,88.89%,10.00%,1.11%,100011,
021ab5c5-6e32-452a-af89-9141d23b1265,9da6520c-97c9-4c23-9d6a-ea5a603b5163,3,78.65%,14.83%,4.94%,86.74%,4.94%,6.07%,100011,
62f381f1-4c4d-4119-b649-33e65f395933,bc23ce94-4158-40a0-93d8-30ba91ee314c,6,53.15%,24.49%,25.62%,61.57%,19.66%,20.11%,101110,
c87eede0-bfe8-426f-b2fa-b9f43a5e8e9e,213ee0cd-6247-434f-986c-e09e001563da,1,77.78%,12.22%,7.78%,96.94%,3.06%,0.00%,101010,
7fa9ea51-cfa6-444a-9f7f-36a4816cdd83,4c44ae92-886d-4117-bc2f-9f5a62986939,6,58.20%,23.03%,16.74%,53.48%,21.35%,24.27%,101000,
d87ffeb6-6038-4a40-b549-cc66d8d09b84,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,2,86.94%,13.06%,0.00%,89.72%,10.28%,0.00%,101110,
9976ac4b-ddf6-435b-a192-1fe226f0edf3,9da6520c-97c9-4c23-9d6a-ea5a603b5163,4,65.17%,19.33%,8.76%,64.72%,22.02%,10.56%,100011,
7d2e8e10-160f-40f9-b0ea-3ace8af397cd,a55e9cdd-4581-40db-8edc-112622df6297,6,57.19%,25.62%,17.64%,57.08%,21.01%,22.25%,101101,
bf5b221b-43eb-479f-a2a6-554211f760ea,9da6520c-97c9-4c23-9d6a-ea5a603b5163,1,82.50%,16.67%,0.83%,93.61%,5.56%,0.83%,100111,
197fc98b-5960-40b1-8a41-ec0c455b4c07,213ee0cd-6247-434f-986c-e09e001563da,2,84.44%,15.56%,0.00%,90.28%,8.06%,1.67%,101010,
6fe46d2e-a306-4d52-9c9a-0cc9e4e0de9f,9da6520c-97c9-4c23-9d6a-ea5a603b5163,1,85.28%,14.72%,0.00%,97.22%,2.78%,0.00%,100011,
47e8aaab-1ce8-449d-a363-685b7a812d41,e56ea5bf-2a05-480c-bf59-362faf7ef0d4,2,85.28%,14.72%,0.00%,87.50%,12.50%,0.00%,101110,
